id,name,released,rating,metacritic,playtime,platforms,genres,stores,tags,esrb_rating
466,Vampyr,2018-06-03,3.47,70,6,"{""PlayStation 4"",PC,""Xbox One"",""Nintendo Switch""}","{Action,Adventure,RPG}","{""Nintendo Store"",Steam,""PlayStation Store"",""Xbox Store"",""Epic Games"",GOG}","{Singleplayer,""Full controller support"",Atmospheric,RPG,""Story Rich"",""Open World"",""Third Person"",Horror,Gore,Violent,role-playing,""Choices Matter"",Detective,Vampire}",Mature
383,LEGO The Lord of the Rings,2012-09-27,3.52,80,2,"{""Nintendo DS"",PC,""PlayStation 3"",""Nintendo 3DS"",""Xbox 360"",Wii,""PS Vita"",Android,iOS}","{Action,Casual,Family,Platformer}","{""App Store"",""Xbox 360 Store"",Steam,""Nintendo Store"",""Google Play""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Co-op,""Open World"",cooperative,""Third Person"",Fantasy,Funny,Comedy,""Split Screen"",""Local Co-Op"",Controller,""Local Multiplayer"",""Family Friendly"",""3D Vision"",LEGO}",Everyone 10+
384,Titan Souls,2015-04-12,3.34,74,1,"{""PlayStation 4"",""PS Vita"",PC,macOS}","{Action,Indie}","{""PlayStation Store"",Steam,GOG}","{Singleplayer,""Steam Achievements"",""Full controller support"",Atmospheric,""Great Soundtrack"",2D,Fantasy,Difficult,""Pixel Graphics"",Controller,Action-Adventure,Retro,""controller support"",Short,Roguelike,Top-Down}",
385,Max Payne,2001-07-24,4.46,89,2,"{PC,""PlayStation 3"",Xbox,""Classic Macintosh"",""PlayStation 2"",""Xbox 360"",""PlayStation 4""}","{Action,Shooter}","{""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,Classic,""Third-Person Shooter"",Noir,""first person mod""}",Mature
386,The Binding of Isaac: Rebirth,2014-11-02,4.33,86,31,"{""Xbox One"",macOS,Linux,""Nintendo Switch"",""Nintendo 3DS"",""Wii U"",""PlayStation 4"",""PS Vita"",iOS,PC}","{Action,RPG}","{""PlayStation Store"",Steam,""Nintendo Store"",""Xbox Store"",""App Store"",GOG}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",Co-op,cooperative,2D,Horror,Gore,Difficult,""Split Screen"",""Local Co-Op"",""Pixel Graphics"",Dark,""Replay Value"",Roguelike,Remake,Roguelite,""Dungeon Crawler"",""Procedural Generation"",""Twin Stick Shooter""}",Mature
387,Wolfenstein: The Old Blood,2015-05-03,4,76,7,"{""Xbox One"",""PlayStation 4"",PC}","{Action,Shooter}","{""PlayStation Store"",GOG,Steam,""Xbox Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,""Story Rich"",First-Person,Sci-fi,""Partial Controller Support"",Horror,FPS,Funny,Gore,""Steam Leaderboards"",Stealth,Zombies,War,Mature,Blood,""World War II"",""Alternate History""}",
388,Ryse: Son of Rome,2013-11-21,3.58,61,6,"{""Xbox One"",PC}","{Action,Adventure}","{Steam,""Xbox Store""}","{Singleplayer,Multiplayer,""Full controller support"",Atmospheric,RPG,Co-op,""Open World"",cooperative,""Third Person"",Fantasy,Gore,stats,Nudity,""Hack and Slash"",War,Short,Historical,Linear,""Quick-Time Events"",Benchmark,Rome}",Mature
389,GRID (2008),2008-06-02,3.64,87,1,"{""Xbox 360"",""Nintendo DS"",PC,""PlayStation 3"",""Xbox One""}",{Racing},"{""PlayStation Store"",""Xbox Store"",""Nintendo Store"",""Xbox 360 Store"",Steam}","{Singleplayer,""Online multiplayer""}",
390,Doki Doki Literature Club!,2017-09-21,4.06,78,3,"{Linux,PC,macOS}","{Adventure,Indie}","{Steam,itch.io}","{Singleplayer,Horror,""Free to Play"",Anime,Cute,""Visual Novel"",Romance,""Dating Sim""}",
391,Tropico 4,2011-08-23,3.5,78,4,"{PC,""Xbox 360"",""Xbox One"",macOS}","{Strategy,Simulation}","{""Xbox Store"",Steam,GOG,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Atmospheric,steam-trading-cards,""Great Soundtrack"",Funny,Sandbox,Comedy,RTS,Building,Management,""Real-Time with Pause"",Economy,""Resource Management"",""City Builder"",Political,""Cold War"",Politics,""God Game"",Capitalism}",
392,Guns of Icarus Online,2012-09-29,2.59,64,4,"{Linux,PC,macOS}","{Action,Simulation,Indie}",{Steam},"{""Steam Achievements"",Multiplayer,steam-trading-cards,Co-op,cooperative,First-Person,""Partial Controller Support"",FPS,""Online Co-Op"",Tactical,stats,""Steam Workshop"",PvP,Team-Based,Competitive,Steampunk,Kickstarter,Class-Based,Flight}",
393,Darksiders II Deathinitive Edition,2015-11-04,3.79,75,9,"{""PlayStation 4"",""Xbox One"",""Nintendo Switch"",PC}","{Action,RPG}","{""Epic Games"",Steam,""Xbox Store"",""PlayStation Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",Fantasy,Gore,""Steam Leaderboards"",""Action RPG"",Controller,""Hack and Slash"",Post-apocalyptic,""Dark Fantasy"",Parkour,Loot,""Spectacle fighter""}",
394,Divinity: Original Sin - Enhanced Edition,2015-10-26,4.27,94,8,"{PC,Linux,macOS,""PlayStation 4"",""Xbox One""}","{RPG,Indie}","{""PlayStation Store"",""Xbox Store"",Steam,GOG}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",RPG,Co-op,""Story Rich"",""Open World"",cooperative,Fantasy,""Split Screen"",""Local Co-Op"",""Cross-Platform Multiplayer"",Turn-Based,""Character Customization"",""Captions available"",Isometric,""Turn-Based Strategy"",""Turn-Based Combat"",CRPG,""Party-Based RPG""}",Mature
395,The Evil Within,2014-10-11,3.97,68,7,"{""PlayStation 3"",""PlayStation 4"",""Xbox 360"",PC,""Xbox One""}","{Action,Shooter,Adventure}","{""Epic Games"",GOG,""PlayStation Store"",Steam,""Xbox 360 Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Story Rich"",""Open World"",""Third Person"",Horror,Gore,Difficult,Survival,Stealth,""Third-Person Shooter"",Dark,Zombies,""Survival Horror"",""Captions available"",Cinematic,""Walking Simulator""}",Mature
396,Dear Esther: Landmark Edition,2017-02-13,3.31,,1,"{""PlayStation 4"",""Xbox One"",PC,macOS}","{Adventure,Casual,Indie}","{Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",First-Person,Exploration,""Walking Simulator"",""Commentary available""}",
397,Star Wars: Knights of the Old Republic II – The Sith Lords,2004-12-05,4.37,85,4,"{Xbox,""Xbox 360"",Linux,macOS,PC,""Nintendo Switch"",Android}","{Adventure,RPG}","{Steam,GOG,""Xbox 360 Store"",""App Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,RPG,""Story Rich"",""Third Person"",Sci-fi,Classic,""Female Protagonist"",""Steam Workshop"",Space,role-playing,Moddable,Turn-Based,""Character Customization"",""Choices Matter"",""Multiple Endings"",""Real-Time with Pause"",""Turn-Based Combat"",""Party-Based RPG"",""Star Wars""}",Teen
398,Jotun: Valhalla Edition,2015-09-28,3.07,79,3,"{""PlayStation 4"",""Nintendo Switch"",PC,""Xbox One"",Linux,macOS}","{Action,Indie}","{""Xbox Store"",""Epic Games"",itch.io,Steam,""Nintendo Store"",GOG,""PlayStation Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",2D,Fantasy,Difficult,Exploration,""Female Protagonist"",Controller,Isometric,Kickstarter,Hand-drawn,Mythology,""Boss battle"",Norse}",Teen
399,Hacknet,2015-08-10,3.19,82,3,"{PC,macOS,Linux}","{Simulation,Indie}","{GOG,Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",""Story Rich"",2D,Sci-fi,Horror,""Steam Workshop"",""Includes level editor"",""Captions available"",Cyberpunk,Education,Hacking,Programming,Typing}",Mature
400,"Sid Meier's Civilization III Complete",2001-10-28,3.69,90,1,{PC},"{Strategy,Simulation}","{Steam,GOG}","{Singleplayer,Multiplayer,Exploration,Classic,""Includes level editor"",Turn-Based,""Replay Value"",Historical,Military,""Turn-Based Strategy"",""Grand Strategy"",4X}",Everyone
401,Sea of Thieves,2018-03-19,3.68,68,12,"{PC,""PlayStation 5"",""Xbox Series S/X"",""Xbox One""}","{Action,Adventure,""Massively Multiplayer""}","{Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Co-op,""Open World"",cooperative,First-Person,""Online Co-Op"",Funny,PvP,""Cross-Platform Multiplayer"",exclusive,""In-App Purchases"",""Online PvP"",PvE,Pirates,Sailing,sea,""w10 exclusive""}",Teen
402,Mortal Kombat 11,2019-04-21,3.98,82,9,"{""Nintendo Switch"",""Xbox One"",PC,""PlayStation 4"",""Xbox Series S/X"",""PlayStation 5""}","{Action,Adventure,Fighting}","{""PlayStation Store"",Steam,""Nintendo Store"",""Xbox Store""}","{Singleplayer,Multiplayer,Atmospheric,Gore,Violent,""Online multiplayer"",Blood}",Mature
403,Braid,2008-08-05,4.16,92,2,"{""PlayStation 3"",""Xbox One"",iOS,PC,macOS,Linux,""Xbox 360""}","{Action,Arcade,Indie,Puzzle,Platformer}","{""PlayStation Store"",Steam,GOG,""Xbox 360 Store"",""App Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",""Story Rich"",2D,Fantasy,Difficult,Classic,Controller,""controller support"",""Side Scroller"",overlay,Puzzle-Platformer,""Time Travel"",""Time Manipulation""}",Everyone 10+
621,LittleBigPlanet 3,2014-11-17,3.5,79,3,"{""PlayStation 3"",""PlayStation 4""}","{Adventure,Puzzle,Platformer}","{""PlayStation Store""}","{exclusive,""4 giocatori divano""}",Everyone 10+
404,Prison Architect,2015-10-04,3.72,83,5,"{""Xbox One"",PC,macOS,Linux,""Nintendo Switch"",""PlayStation 4""}","{Strategy,Simulation,Indie}","{""Epic Games"",Steam,GOG,""Xbox Store"",""Nintendo Store"",""PlayStation Store""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",steam-trading-cards,2D,Funny,Sandbox,Comedy,""Steam Workshop"",""Includes level editor"",Moddable,""Replay Value"",RTS,Building,Top-Down,overlay,Management,achievements,""Base Building"",Economy,""Resource Management"",""City Builder""}",Mature
405,Murdered: Soul Suspect,2014-06-02,3.47,59,5,"{""Xbox One"",PC,""PlayStation 4"",""PlayStation 3"",""Xbox 360""}","{Action,Adventure,RPG}","{""Xbox Store"",""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",Atmospheric,steam-trading-cards,RPG,""Story Rich"",""Open World"",""Third Person"",Horror,Stealth,Dark,""Point & Click"",Short,Mystery,""Walking Simulator"",Crime,Detective,Supernatural,Noir}",Mature
406,"Assassin's Creed",2007-11-12,3.9,80,5,"{""PlayStation 3"",""Xbox 360"",""Xbox One"",PC}",{Action},"{""Xbox Store"",""PlayStation Store"",""Xbox 360 Store""}","{Stealth,Space,Assassin,character,city,Investigation,future,""Single player only"",office,treasure}",Mature
407,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-12,3.25,76,4,{PC},{Action},{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,steam-trading-cards,Co-op,cooperative,First-Person,FPS,Gore,Difficult,Tactical,stats,""Steam Workshop"",""Includes level editor"",War,Historical,Realistic,Team-Based,""Valve Anti-Cheat enabled"",Military,""World War II"",Tanks}",
408,Dark Souls: Remastered,2018-05-22,4.47,84,14,"{""Nintendo Switch"",PC,""PlayStation 4"",""Xbox One""}","{Action,RPG}","{""Nintendo Store"",""PlayStation Store"",""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",RPG,Co-op,""Story Rich"",""Open World"",cooperative,""Third Person"",Difficult,Exploration,""Action RPG"",Dark,""Character Customization"",""Replay Value"",Mature,""Dark Fantasy"",Lore-Rich}",
409,Darksiders II,2012-08-13,3.75,83,5,"{PC,""Wii U"",""PlayStation 3"",""Nintendo Switch"",""Xbox 360""}","{Action,RPG}","{""PlayStation Store"",""Nintendo Store"",""Xbox 360 Store""}","{War,combat,battle,character,Soundtrack,death,quest,apocalypse}",Mature
410,Sanctum 2,2013-05-14,2.96,77,3,"{macOS,Linux,""PlayStation 3"",""Xbox 360"",PC}","{Action,Shooter,Strategy,Indie}","{""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",RPG,Co-op,cooperative,First-Person,Sci-fi,FPS,""Online Co-Op"",Funny,""Steam Leaderboards"",""Female Protagonist"",Survival,Futuristic,Aliens,""Tower Defense""}",Teen
411,Counter-Strike: Condition Zero Deleted Scenes,2004-03-22,2.93,,1,"{PC,macOS,Linux}",{Shooter},{Steam},"{counter-strke,cs,""condition zero""}",Mature
412,Resident Evil 2,2019-01-24,4.5,91,11,"{""PlayStation 4"",PC,""PlayStation 5"",""Nintendo Switch"",""Xbox One""}","{Action,Shooter,Adventure}","{""PlayStation Store"",Steam,""Xbox Store""}","{Atmospheric,Horror,Action-Adventure,Zombies,""Survival Horror"",Remake,quest}",Mature
413,Beholder,2016-11-07,3.8,75,4,"{""Nintendo Switch"",iOS,""Xbox One"",PC,macOS,Linux,""PlayStation 4"",Android}","{Adventure,RPG,Strategy,Indie}","{""Nintendo Store"",""PlayStation Store"",Steam,GOG,""Google Play"",""App Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",2D,Horror,Violent,Stealth,Dark,""Point & Click"",""Choices Matter"",""Multiple Endings"",Dystopian,Political}",Teen
414,Serious Sam Fusion 2017 (beta),2017-03-19,3.07,,1,"{PC,macOS,Linux}","{Action,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Co-op,cooperative,First-Person,FPS,""Online Co-Op"",Gore,""Steam Leaderboards"",Comedy,Violent,""Online multiplayer"",""Split Screen"",""Local Co-Op"",""Local Multiplayer"",""Steam Workshop"",""Cross-Platform Multiplayer"",""Includes level editor"",VR}",
415,Resident Evil,1996-03-21,4.19,91,4,"{""SEGA Saturn"",PC,PlayStation}","{Action,Shooter}","{""PlayStation Store"",""Xbox 360 Store"",""Xbox Store"",""Nintendo Store""}","{""gameplay feature: multiple endings"",""playstation platinum range releases"",1990s,""games made into books"",""games made into comics"",""games made into movies"",""hudless games"",""live action cut-scenes"",""setting: 1990s"",""setting: future now past"",""theme: law enforcement"",""theme: zombies"",""video games turned into board / card games"",""white label releases"",""biohazard / resident evil series"",""boss fight books games""}",Mature
416,Game of Thrones - A Telltale Games Series,2014-12-01,3.22,66,7,"{""Xbox 360"",""PlayStation 3"",""Xbox One"",""PlayStation 4"",Android,PC,macOS,iOS}","{Action,Adventure}","{""App Store"",GOG,""Xbox 360 Store"",""Xbox Store"",Steam,""Google Play""}","{Singleplayer,""Steam Achievements"",""Full controller support"",Atmospheric,""Story Rich"",""Open World"",""Third Person"",Fantasy,Gore,""Female Protagonist"",Controller,""Point & Click"",Nudity,War,""controller support"",""Choices Matter"",Mature,Medieval,achievements,Episodic,Dragons,""Choose Your Own Adventure"",""Interactive Fiction"",""Based On A Novel""}",Adults Only
417,Lords of the Fallen (2014),2014-10-27,2.92,73,4,"{Android,""PlayStation 4"",PC,iOS,""Xbox One""}","{Action,Adventure,RPG}","{""PlayStation Store"",Steam,""Google Play"",""App Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,""Story Rich"",""Open World"",cooperative,First-Person,""Third Person"",""Partial Controller Support"",Horror,""Online Co-Op"",Fantasy,Difficult,""Action RPG"",Action-Adventure,PvP,""Cross-Platform Multiplayer"",""Hack and Slash"",""Character Customization"",""Dark Fantasy"",combat,3D,Medieval,Magic,""Online PvP"",Lore-Rich,Souls-like}",Mature
418,Mark of the Ninja,2012-09-06,3.99,91,5,"{""Nintendo Switch"",PC,Linux,macOS,""Xbox 360""}","{Action,Indie,Platformer}","{Steam,GOG,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Story Rich"",2D,""Steam Leaderboards"",Stealth,Controller,Dark,""controller support"",""Replay Value"",Short,""Side Scroller"",Assassin,Cartoon,Ninja}",Mature
419,Minion Masters,2019-05-23,2.31,,5,"{""Xbox One"",PC}","{Action,Strategy,Indie}","{""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,RPG,Co-op,""Online Co-Op"",Fantasy,Gore,Violent,""Online multiplayer"",Controller,PvP,""In-App Purchases"",Competitive,Top-Down,Blood,""Card Game"",Real-Time,""Real Time Tactics"",""Strategy RPG"",""Trading Card Game""}",
420,Trine Enchanted Edition,2009-07-01,3.83,80,4,"{""Nintendo Switch"",""PlayStation 4"",macOS,PC,Linux}","{Action,Arcade,Indie,Platformer}","{Steam,""Nintendo Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",Co-op,cooperative,2D,""Online Co-Op"",Fantasy,""Female Protagonist"",""Split Screen"",""Local Co-Op"",""Local Multiplayer"",""Steam Workshop"",""Includes level editor"",Physics,""3D Vision"",Puzzle-Platformer}",
421,Far Cry 3: Blood Dragon,2013-04-29,4,81,4,"{""PlayStation 3"",PC,""PlayStation 4"",""Xbox 360"",""Xbox One""}",{Shooter},"{""PlayStation Store"",""Xbox Store"",Steam,""Xbox 360 Store""}","{Singleplayer,Atmospheric,steam-trading-cards,""Great Soundtrack"",""Open World"",First-Person,Sci-fi,""Partial Controller Support"",FPS,Funny,Comedy,Stealth,Retro,Post-apocalyptic,Futuristic,Cyberpunk,Dragons,1980s,Parody}",Mature
422,Starbound,2016-07-21,3.82,81,16,"{Linux,PC,macOS}","{Action,RPG,Casual,Indie}","{Steam,GOG}","{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,""Open World"",cooperative,2D,Sci-fi,""Online Co-Op"",Exploration,Sandbox,Survival,""Online multiplayer"",""Pixel Graphics"",""Steam Workshop"",Space,""Cross-Platform Multiplayer"",Crafting,Building,overlay}",
423,Fallout 2,1998-09-29,4.35,86,2,"{macOS,PC}",{RPG},"{""Epic Games"",Steam,GOG}","{Singleplayer,""Steam Cloud"",Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",2D,Sci-fi,Exploration,Classic,Sandbox,Retro,role-playing,Turn-Based,Post-apocalyptic,""Replay Value"",Isometric,""Dark Humor"",""Turn-Based Combat"",CRPG}",Mature
424,The Playroom,2013-11-14,2.27,,0,"{""PlayStation 4""}",{Arcade},"{""PlayStation Store""}","{exclusive,""true exclusive""}",Everyone 10+
425,Serious Sam 3: BFE,2011-11-21,3.45,72,4,"{""PlayStation 3"",""Xbox 360"",Linux,macOS,PC}","{Action,Shooter,Indie}","{""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,Co-op,cooperative,First-Person,Sci-fi,FPS,""Online Co-Op"",Funny,Gore,""Steam Leaderboards"",Difficult,Comedy,""Split Screen"",""Local Co-Op"",""Local Multiplayer"",""Steam Workshop"",""Cross-Platform Multiplayer"",""Includes level editor"",Nudity,Aliens}",Mature
426,F.E.A.R.,2005-10-17,4.26,88,2,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,Shooter}","{Steam,""Xbox 360 Store""}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",""Story Rich"",First-Person,Sci-fi,Horror,FPS,Gore,Classic,Dark,""Survival Horror"",Masterpiece,""Bullet Time""}",Adults Only
427,Neverwinter,2013-06-19,2.93,74,6,"{""PlayStation 4"",""Xbox One"",PC}","{Action,RPG,""Massively Multiplayer""}","{""Xbox Store"",Steam,""PlayStation Store""}","{Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,""Open World"",cooperative,""Third Person"",Fantasy,Comedy,""Free to Play"",""Action RPG"",PvP,Zombies,""Includes level editor"",""Hack and Slash"",""In-App Purchases"",""Character Customization"",mmo,MMORPG,PvE,Dragons,""Dungeons & Dragons""}",Teen
